User_ID,Age,Social_Media_Hours,Exercise_Hours,Sleep_Hours,Screen_Time_Hours,Survey_Stress_Score,Wearable_Stress_Score,Support_System,Academic_Performance,label,Cluster,PCA1,PCA2,Fitur,Gender
353,16,7.83160029,0.06065256,6.872210091,8.035055034,3,0.182023482,High,Good,5,0,0.3484575594554481,-0.7469354538497068,2,Male
354,18,1.681180976,2.012280065,4.624061786,8.868871186,5,0.343356364,Low,Poor,1,1,-0.4294416732579891,0.1601060460425032,3,Female
355,17,5.122605639,1.407846834,8.711768,5.935140127,1,0.17965499,Moderate,Poor,4,5,-0.4452076093765789,0.4413620333586271,3,Female
356,18,4.873748079,1.040280216,8.182848103,9.73898669,4,0.083510678,High,Excellent,3,3,-0.5705305506229746,-0.4358091379402518,1,Female
357,17,6.250915527,2.587213057,6.12802496,11.743586,3,0.445338473,High,Excellent,3,3,-0.5758901591082822,-0.4172163118210806,1,Female
358,18,9.46186894,2.562803078,9.324444844,4.710949431,2,0.676933664,High,Good,3,3,-0.5670695302579365,-0.394379201866762,2,Female
359,15,5.797714418,0.066905115,9.854991339,9.030286165,2,0.751570767,Moderate,Good,4,5,-0.4611579464610829,0.4519382767074043,2,Female
360,16,5.402172668,1.828515367,7.347123095,11.28468652,5,0.398727325,High,Good,5,0,0.3367575931615921,-0.7754243525367273,2,Male
361,13,0.503229329,1.103496673,7.394367468,8.862867626,3,0.478044595,High,Excellent,5,0,0.3269464143443061,-0.736277842931311,1,Male
362,17,0.62907476,1.246983005,5.785081031,8.811094986,1,0.755470493,High,Average,5,0,0.3372413686556441,-0.7460022231500865,0,Male
363,17,1.873467913,2.496122218,7.507036216,4.237725691,5,0.35270783,Low,Average,0,4,0.563332535168822,0.0403747597728031,0,Male
364,13,0.324707717,0.929519315,6.637853923,7.351302003,2,0.784766211,Moderate,Excellent,2,2,0.5684946009270461,0.4099062334892226,1,Male
365,18,7.433528956,2.829146432,5.813146162,7.625228436,3,0.967376066,High,Good,3,3,-0.5699564928056419,-0.4092207741972391,2,Female
366,17,7.23330304,0.538901479,4.403111179,9.001295625,4,0.880480623,Low,Average,1,1,-0.4402031324084637,0.1843792976966577,0,Female
367,15,1.360562344,1.98816727,5.516247158,11.9682145,1,0.453595337,Moderate,Poor,4,5,-0.4564794714959453,0.4470713452053199,3,Female
368,16,8.360789008,2.016315201,5.187127898,2.336438225,2,0.579518495,Low,Average,1,1,-0.4364301488211177,0.2133995148272252,0,Female
369,13,1.547860348,0.756585484,7.252251907,2.652326613,3,0.716426387,Low,Average,1,1,-0.4515206477527348,0.2226217430964157,0,Female
370,16,3.01175587,0.974251827,7.610020131,2.779500694,4,0.349300442,Moderate,Excellent,4,5,-0.4573358999212668,0.4105287303088817,1,Female
371,17,2.489768992,2.504395478,7.651430346,9.429791345,2,0.7992381,High,Excellent,5,0,0.335148947220015,-0.7521230417017735,1,Male
372,17,3.723070986,2.285415765,6.329086006,3.363537951,4,0.436916995,High,Average,3,3,-0.5758296507679426,-0.4278488617785589,0,Female
373,13,2.546637659,0.987287641,6.527378402,8.224518745,2,0.846841558,Low,Poor,1,1,-0.4433391000484287,0.2433273825974534,3,Female
374,15,4.889509264,1.601869641,9.005430578,5.246688779,5,0.254733895,Moderate,Poor,4,5,-0.4572308330918412,0.4137806128187448,3,Female
375,14,4.074078814,0.185040889,6.857396881,6.573199562,5,0.011378056,Moderate,Good,4,5,-0.4579992251668168,0.4136313135531764,2,Female
376,13,9.865694908,0.626237647,9.926639993,4.156631598,5,0.632688396,High,Average,5,0,0.325486394198718,-0.7413897534255596,0,Male
377,14,0.559263501,1.457461677,6.63770338,10.66106561,3,0.451889117,Low,Average,0,4,0.5542926551544561,0.0813785810058879,0,Male
378,18,1.421813764,0.257921206,7.897485668,7.861503242,5,0.059823117,High,Poor,3,3,-0.5631502546978259,-0.4400617732647067,3,Female
379,14,0.528258939,2.529997065,4.302177994,11.44563264,3,0.487612353,Moderate,Excellent,2,2,0.5695368065376746,0.3786536936575677,1,Male
380,15,6.25841195,2.15401863,7.920039547,7.745962497,1,0.168569845,Moderate,Average,2,2,0.5758383267098289,0.3981042151882557,0,Male
381,18,0.545092774,2.830901012,9.108558366,3.239080306,5,0.629749163,High,Poor,3,3,-0.5709104412029887,-0.4347028140131997,3,Female
382,14,8.364397374,2.080400718,9.654747031,3.708704338,3,0.445045578,High,Average,3,3,-0.5847381352334711,-0.3856839581467727,0,Female
383,18,5.119386307,2.821204117,9.98392367,11.89073976,2,0.171124752,Moderate,Excellent,4,5,-0.4590888566696596,0.4072467538102238,1,Female
384,14,5.270076246,1.663537667,5.693071874,9.255651973,3,0.411938947,Low,Good,1,1,-0.441510217668791,0.215008270147919,2,Female
385,15,5.615945077,1.800655833,7.452220389,2.4927875,3,0.232708808,Moderate,Excellent,4,5,-0.4577153749625255,0.4288437253760913,1,Female
386,14,1.708137063,2.930913164,6.704307913,9.03781005,2,0.65309678,Low,Excellent,0,4,0.5566702760138439,0.0985408055428878,1,Male
387,14,1.976903031,1.926387441,7.382904883,6.121730468,3,0.295143374,High,Poor,3,3,-0.5747463057981004,-0.3868548314221819,3,Female
388,14,3.188173229,0.092359707,4.944717743,5.072083868,2,0.82201735,High,Poor,3,3,-0.5698073005818133,-0.3632913026120682,3,Female
389,13,5.934964158,2.17140833,9.136897436,3.540607937,4,0.014163205,Low,Excellent,1,1,-0.4469917189150483,0.208563623091096,1,Female
390,13,2.101177759,2.716406076,9.45741366,10.39903955,5,0.403417977,Moderate,Poor,2,2,0.5667663404865882,0.3772624407310991,3,Male
391,13,1.163317271,2.386740749,6.697969979,2.63841379,1,0.617080456,Moderate,Excellent,4,5,-0.4663761919624103,0.4635987713238065,1,Female
392,15,9.701168864,1.751499818,5.682579169,4.898354624,3,0.022608284,Low,Excellent,1,1,-0.4339396582047475,0.2068300613200236,1,Female
393,18,0.219818148,2.013910539,4.845000566,5.063828938,2,0.215841903,Low,Average,1,1,-0.433549383099956,0.180379577556524,0,Female
394,17,8.026974053,2.970575368,8.102588949,3.60905284,5,0.32741996,Low,Excellent,0,4,0.5692410770013826,0.0517496971791776,1,Male
395,14,7.880351496,0.271986266,5.873391038,7.081848833,3,0.021844555,Low,Good,1,1,-0.4332607210469565,0.2180733319808482,2,Female
396,14,2.972141138,2.001734486,9.457231419,2.117026268,5,0.546690705,Moderate,Poor,4,5,-0.46242410921398,0.4249785972701499,3,Female
397,15,1.35626616,0.850193084,8.026074849,5.009755154,4,0.630868389,High,Good,3,3,-0.5777490505419545,-0.4014898426160175,2,Female
398,14,1.456286467,1.92027119,7.874111951,11.33629444,3,0.227522252,Moderate,Poor,2,2,0.5760849575398496,0.3883693894694393,3,Male
399,13,6.974316172,1.822870728,7.356412695,5.105295693,2,0.543482727,Low,Excellent,1,1,-0.4461686139928488,0.2376434723739006,1,Female
400,17,6.428065911,0.460370496,4.274658037,5.604593871,4,0.999126889,Moderate,Good,4,5,-0.4510412289310676,0.4172979043439604,2,Female
401,16,7.827456743,0.620239937,9.591534614,6.731650482,3,0.886919288,Low,Average,1,1,-0.4463424463607748,0.2090412609125716,0,Female
402,14,9.374811724,1.864888734,7.76762496,7.616933749,5,0.058660832,Low,Excellent,0,4,0.5629463273865772,0.0715091710071853,1,Male
403,13,6.919273633,0.384689842,9.9643719,10.08708645,4,0.127882464,Low,Excellent,1,1,-0.4497379474385621,0.2110141319289564,1,Female
404,16,1.558515366,0.795542625,7.224138429,3.903212232,2,0.494403321,Low,Excellent,1,1,-0.4370536275405721,0.2107787803373593,1,Female
405,17,2.434426168,2.505736643,8.260665351,10.71746377,3,0.245201115,Moderate,Average,4,5,-0.4653531299431697,0.3979840626653186,0,Female
406,16,8.421937309,0.981274518,4.337257347,9.575493571,5,0.080969237,Low,Good,0,4,0.5760841368123005,0.0577533745009486,2,Male
407,13,2.093060758,1.464180469,7.790417061,9.226503347,5,0.254554493,Moderate,Excellent,2,2,0.565879124877324,0.3698489775836409,1,Male
408,18,0.72522317,2.823421005,8.58789767,2.868045737,4,0.061178098,Moderate,Good,4,5,-0.4514755294135224,0.3887090731084677,2,Female
409,18,7.03280054,0.681447267,8.671085769,2.2164069,3,0.529912442,High,Excellent,5,0,0.3483889959310583,-0.7576114504123208,1,Male
410,16,4.025263555,1.168878052,8.620669913,7.940127009,5,0.490250104,Moderate,Excellent,2,2,0.5741726058552302,0.3553230362447595,1,Male
411,15,9.200400525,1.819373327,5.357695764,10.63133963,4,0.006326154,High,Excellent,5,0,0.3396055194072698,-0.7624604458475319,1,Male
412,16,6.502550711,2.266016789,9.852390866,7.844414641,1,0.482516396,High,Average,3,3,-0.5810128639280514,-0.3843562586393739,0,Female
413,14,0.904189778,2.70496016,9.971092724,4.132348654,5,0.519805147,High,Excellent,3,3,-0.5900591302593248,-0.4135005433165216,1,Female
414,14,9.478565673,2.746418963,4.453575251,2.905198979,4,0.605703741,Moderate,Good,2,2,0.581075226760149,0.3914371520887835,2,Male
415,18,2.585572636,2.329920223,9.618678537,8.995964528,1,0.970099724,High,Excellent,5,0,0.3363773799152839,-0.7439631937877815,1,Male
416,15,3.372124904,0.68499251,5.736695166,9.217702773,4,0.982692427,Low,Good,0,4,0.5639878566599285,0.08462567089726,2,Male
417,13,4.022604137,0.07442799,8.135704491,3.725317007,5,0.526929311,Moderate,Good,4,5,-0.4642078221565068,0.4319873010711157,2,Female
418,14,0.512242964,1.151321791,6.028665524,2.281903155,1,0.845186698,Low,Poor,1,1,-0.4355850686343814,0.2482969022283891,3,Female
419,18,4.965154222,0.424646553,9.80652594,6.082835132,4,0.08516577,Moderate,Good,2,2,0.5897540985993858,0.3548356662147606,2,Male
420,17,1.233184911,2.131162942,4.60902315,7.827187021,3,0.531154622,High,Poor,5,0,0.3480426239795685,-0.760121943382464,3,Male
421,18,4.009703267,1.98339176,6.986480902,9.060024096,1,0.678900059,High,Average,5,0,0.3395896211155421,-0.751385307512294,0,Male
422,14,3.50709788,0.131914925,6.568286752,10.09945009,4,0.56472882,Moderate,Excellent,2,2,0.5717566874039833,0.3811306357993405,1,Male
423,14,7.728400834,2.509781337,5.956140714,8.105374273,3,0.230720994,High,Average,3,3,-0.5827188992803977,-0.39663324180525,0,Female
424,18,8.031705116,0.746229799,7.873203945,3.108806086,1,0.062657986,Low,Average,0,4,0.5806394365527799,0.085845327817267,0,Male
425,13,1.534128824,1.296681226,4.786334461,8.825816721,4,0.386669285,Low,Good,1,1,-0.4453562149822953,0.2071977958345509,2,Female
426,16,3.665511874,2.003801206,8.299974509,11.84176643,5,0.647642498,High,Excellent,5,0,0.3285291997058078,-0.7782677901889119,1,Male
427,14,3.73353161,1.288256361,9.883552743,11.05584585,1,0.991713074,Moderate,Excellent,2,2,0.5657387424841102,0.4190497734578823,1,Male
428,18,1.514104439,1.323863408,8.827352287,10.71668909,1,0.236533451,Moderate,Average,2,2,0.5798725048769685,0.3706798278774184,0,Male
429,18,7.984535051,0.196883986,9.160100517,5.021701534,3,0.91778991,Low,Poor,0,4,0.5801990801766045,0.0889176262480571,3,Male
430,15,7.072283283,1.204330648,6.157820459,9.507881765,4,0.0682614,High,Poor,5,0,0.3461776668897013,-0.7531410087729971,3,Male
431,16,1.903817863,2.29454368,5.949319639,10.51103446,5,0.930989274,High,Good,3,3,-0.5821621577794712,-0.4243862639537072,2,Female
432,17,3.667219086,2.745529012,7.102290128,8.783262046,3,0.832366768,Low,Poor,0,4,0.5709435256493282,0.0791306146218825,3,Male
433,13,1.058050249,1.240491411,4.274359689,4.505617566,1,0.020945353,Moderate,Poor,2,2,0.5877731219751906,0.4191682847384952,3,Male
434,17,6.282065971,1.270757481,9.672148807,11.53833972,3,0.298185374,High,Average,5,0,0.3344429199428188,-0.7666500606363764,0,Male
435,16,1.213719245,2.107881319,4.862711038,6.508194115,3,0.050956654,Moderate,Poor,4,5,-0.4486715911149854,0.4155584826328283,3,Female
436,16,9.859341686,2.828316003,9.418078235,3.298055587,3,0.995505872,Moderate,Excellent,4,5,-0.4632952402128837,0.4358191320060332,1,Female
437,16,7.806820747,0.801182821,4.501493332,3.097778951,1,0.427844005,Low,Average,1,1,-0.4316076418332853,0.2234682384821501,0,Female
438,17,3.902385496,1.32043262,8.935749566,8.475189873,2,0.66217352,Moderate,Average,4,5,-0.4635274400825011,0.4219352005877145,0,Female
439,16,5.785639323,2.387919731,4.911775155,6.377096464,3,0.234190575,Low,Poor,0,4,0.5788379697168741,0.0822154331181157,3,Male
440,18,9.113418162,1.829080708,4.228789685,2.944838752,2,0.933736239,High,Excellent,5,0,0.3505530336713249,-0.7446747881825917,1,Male
441,17,5.540992804,0.331759032,8.316936702,9.403645722,5,0.274174089,Moderate,Excellent,2,2,0.5804317020261481,0.347309916773768,1,Male
442,16,1.744984864,1.883198207,5.681591801,9.993251673,5,0.260214607,Low,Poor,1,1,-0.4362833936206534,0.1744170566768875,3,Female
443,18,3.787033556,0.560238854,8.286976917,9.254156308,5,0.314600096,Low,Excellent,0,4,0.5702451319835152,0.0400747684430962,1,Male
444,15,8.43144865,1.530647802,7.330511503,4.022608777,4,0.462489165,Moderate,Good,2,2,0.5824715241976405,0.3845979968099475,2,Male
445,16,6.44213016,1.587309803,4.652844341,8.89775456,1,0.018532726,Low,Good,1,1,-0.4276473793945488,0.217576228250158,2,Female
446,17,6.507243843,2.628610087,9.59278044,2.107228029,2,0.5978375,High,Poor,3,3,-0.5657755483874067,-0.3853065840176097,3,Female
447,14,8.668214857,1.387482822,6.713885049,5.051121397,4,0.031665797,Moderate,Average,4,5,-0.4624624884041619,0.4209252529159442,0,Female
448,16,8.939730575,0.838327267,8.406683667,5.988215314,2,0.539202488,High,Average,5,0,0.3386824992379068,-0.7366327877253549,0,Male
449,14,9.197925718,0.692899045,7.006123432,10.35246949,1,0.457884902,Low,Excellent,0,4,0.5662825758868338,0.1209084063264361,1,Male
450,18,0.948491933,2.62275563,7.62616885,5.903943731,3,0.242547058,High,Good,3,3,-0.568231405114393,-0.4244229164122334,2,Female
451,15,5.44126002,0.513032563,5.816641554,2.112694462,4,0.329768017,Low,Average,0,4,0.5682167979568108,0.0761675413862163,0,Male
452,13,7.405095212,1.277605683,5.202161824,5.523464118,1,0.705659811,Low,Excellent,1,1,-0.4424655662751574,0.251027816399606,1,Female
453,15,7.569268451,0.561519345,7.25542122,6.989240984,4,0.00959752,High,Good,3,3,-0.5695429330840499,-0.4037464213541119,2,Female
454,16,6.06716202,2.31991212,6.641313838,11.49004787,5,0.316647138,Moderate,Average,2,2,0.5708612077345953,0.344419254550198,0,Male
455,14,1.667873352,1.42311792,6.340679281,11.41034304,4,0.680297254,Moderate,Excellent,4,5,-0.4716434252541959,0.4197963316816137,1,Female
456,14,7.974205539,1.053431072,8.035403171,3.808740382,3,0.152273865,Moderate,Poor,4,5,-0.4517380177987302,0.4476833256313479,3,Female
457,17,7.201113335,1.083298922,8.143039792,3.851465417,3,0.560385654,High,Poor,3,3,-0.5630944953222043,-0.3945717278344638,3,Female
458,14,0.861357715,2.55664262,4.275520337,3.633814565,2,0.168932928,High,Average,5,0,0.3351608064454664,-0.7421166350917314,0,Male
459,17,4.638098247,1.661321863,6.032466965,9.889219324,4,0.154761877,High,Excellent,3,3,-0.5725630744389755,-0.4304562921005274,1,Female
460,18,1.739773995,2.153603553,6.470587301,2.060220404,5,0.772280096,High,Good,3,3,-0.5695954226016747,-0.4343156529870413,2,Female
461,13,3.374770457,2.691115549,4.581352967,3.271771982,3,0.266525353,Moderate,Poor,4,5,-0.4562825455768336,0.4451109999864119,3,Female
462,16,0.180810922,2.705225028,5.4154052,7.379596316,2,0.375769119,Moderate,Good,4,5,-0.4563399139064214,0.4240055700367313,2,Female
463,17,4.003298684,0.985527163,4.309850783,4.475620669,5,0.730018066,Low,Excellent,1,1,-0.4358185876928416,0.1739977816516933,1,Female
464,13,5.498769212,2.857353789,9.977452592,2.923564582,5,0.179519601,High,Poor,3,3,-0.5800683766441835,-0.3960608147786615,3,Female
465,14,6.195825928,0.074627646,8.419343218,5.598780123,5,0.531737021,Moderate,Average,4,5,-0.4690298464446737,0.4178711697774684,0,Female
466,14,6.634903451,1.130506683,4.524700939,4.742076051,1,0.917819664,Moderate,Poor,2,2,0.586393354829659,0.4317312969399813,3,Male
467,13,8.362913131,2.687396573,4.121496279,7.111043065,3,0.553826819,Moderate,Average,2,2,0.5697416303387207,0.3962235455329417,0,Male
468,14,2.154629073,0.823910639,8.315726801,11.79233594,1,0.048845767,Moderate,Good,4,5,-0.4604677015925502,0.4509094868176757,2,Female
469,18,1.204818224,0.819244351,6.635152994,3.243046368,1,0.589697275,Moderate,Poor,2,2,0.5967203969940716,0.3933944814363686,3,Male
470,18,8.515371719,0.907866855,8.720780254,5.727267048,3,0.0901534,Moderate,Excellent,2,2,0.590072136372369,0.3647580658111105,1,Male
471,13,1.566128149,1.836940155,9.540856227,11.31985018,4,0.28212454,High,Good,3,3,-0.5887291485152519,-0.3973927175298787,2,Female
472,17,9.747600813,1.314998327,7.595802334,10.76873043,2,0.849675105,Low,Good,0,4,0.5723616985136816,0.096234890746254,2,Male
473,17,8.425382294,2.180204509,5.122650538,5.942710348,3,0.011069128,Low,Average,1,1,-0.433056871312298,0.1837388124123738,0,Female
474,13,5.008766059,2.684731928,8.693164216,8.989532645,2,0.077013309,High,Excellent,3,3,-0.5851256102652044,-0.3788392890495624,1,Female
475,17,9.814214249,2.022598125,9.734870459,2.878570136,4,0.363364129,Moderate,Good,4,5,-0.4518290601347845,0.4149521051366567,2,Female
476,17,0.973767291,0.613400161,7.481387722,9.125410555,3,0.99939588,High,Poor,3,3,-0.5717940793409445,-0.3998402503827168,3,Female
477,18,3.030657612,2.798045707,8.091984684,11.72857729,5,0.291863906,Moderate,Average,4,5,-0.4661213669556984,0.3684431990964719,0,Female
478,17,6.38224415,0.79347862,6.02484817,7.374881528,3,0.157274619,Moderate,Excellent,2,2,0.5878958587832294,0.3676383029609956,1,Male
479,15,3.500068685,0.449682886,6.289166168,6.98490227,4,0.549422133,Moderate,Average,4,5,-0.4653860876919589,0.414605218347527,0,Female
480,16,9.28372552,0.269901837,8.407926987,3.873186197,1,0.519255022,Moderate,Average,2,2,0.5832932668524379,0.4076075443280072,0,Male
481,14,0.656260882,1.690151222,9.56662659,8.337881989,3,0.449619588,Moderate,Good,4,5,-0.4676687666779726,0.4344042162233176,2,Female
482,15,5.494118321,0.341287387,7.773930323,7.904372808,5,0.946653752,High,Poor,3,3,-0.5764681066087091,-0.399762442399507,3,Female
483,17,5.908662674,0.416327652,8.739087451,8.519330595,3,0.280149371,High,Poor,3,3,-0.5643804634679327,-0.4019162492977914,3,Female
484,18,6.527281238,0.900091442,5.029810104,2.260832867,1,0.293324229,Low,Excellent,0,4,0.5855469609119398,0.0897475625933406,1,Male
485,13,2.556662233,0.844959029,5.271754542,7.487234883,3,0.140256971,Moderate,Excellent,4,5,-0.4633749842638245,0.4356810661923443,1,Female
486,17,3.645664275,1.812718531,7.192208121,7.949348435,5,0.697288018,High,Poor,3,3,-0.571703048674907,-0.4247486522912588,3,Female
487,18,8.436805297,2.450235838,5.059325153,4.075301354,4,0.321369471,High,Average,3,3,-0.5686728983442537,-0.4326886855576908,0,Female
488,16,1.94942769,2.284048969,7.809970421,4.083328575,5,0.802740293,Moderate,Average,4,5,-0.4697303496070577,0.3967229460523493,0,Female
489,17,8.268678472,0.787453364,5.749919112,4.762181685,4,0.971757877,Moderate,Poor,2,2,0.5906454755234719,0.3807664744339449,3,Male
490,13,5.626554229,0.735931494,8.749195712,9.117215917,5,0.043685242,High,Good,3,3,-0.5815400429288232,-0.402618364562635,2,Female
491,18,7.621875112,2.89737459,8.84866208,8.062660635,2,0.99312189,Moderate,Average,2,2,0.5749387837182635,0.376719020075804,0,Male
492,18,7.136073663,0.024708725,6.782724735,10.45762646,3,0.254104226,High,Poor,3,3,-0.5588994704682178,-0.4102506983241544,3,Female
493,18,2.075114954,2.639161599,5.08486381,4.956585718,3,0.420110357,Low,Good,0,4,0.5780507058346814,0.0617231010776031,2,Male
494,16,5.688127364,0.599185557,7.880649766,11.1206806,1,0.777743354,Moderate,Average,2,2,0.5743487487766016,0.3996667091569278,0,Male
495,17,8.677231528,2.841852969,9.95672211,9.43706162,2,0.665331142,Low,Excellent,1,1,-0.4426212353412884,0.20730663509258,1,Female
496,16,4.321162368,1.026921854,7.735545388,5.9501167,1,0.778436921,Low,Average,1,1,-0.4424512961611037,0.223494868504568,0,Female
497,14,9.665907702,1.321055322,4.214648144,2.952620656,3,0.466332016,Low,Average,0,4,0.5677652196061623,0.0983192228883772,0,Male
498,14,4.522151001,2.121361842,4.103763855,4.569836625,1,0.916067079,Moderate,Poor,4,5,-0.4544095432657386,0.4701837849864377,3,Female
499,17,1.427856367,1.763007154,5.922171823,11.56768217,4,0.789940805,Low,Average,1,1,-0.4482504245366606,0.1719755728904578,0,Female
500,16,3.894346801,0.953817989,5.174702841,5.103633759,2,0.309227975,High,Average,3,3,-0.5722002641231407,-0.3987408787676033,0,Female
501,13,9.517024064,1.661492748,8.878307243,5.299009601,5,0.948480221,High,Good,5,0,0.3288224572702761,-0.733118999611448,2,Male
502,18,3.197208493,2.192120653,9.068834002,3.895889311,4,0.961054193,Moderate,Poor,4,5,-0.4536022274855024,0.4098938368339506,3,Female
503,18,8.680981599,0.127004838,5.551712628,10.06850601,5,0.415053556,Moderate,Good,4,5,-0.4477508573771173,0.3916249854194425,2,Female
504,17,8.812506817,0.033597916,5.953868662,4.756442302,1,0.651960488,Low,Excellent,1,1,-0.4277903407186395,0.2260851286808463,1,Female
505,14,3.501865243,1.374200817,5.417481806,5.302582484,3,0.814768535,Moderate,Average,2,2,0.5702032283978756,0.3918098932652855,0,Male
506,14,0.832576581,0.395509853,9.450295284,6.143481084,4,0.817300717,High,Poor,3,3,-0.5803287191396653,-0.3865071432684765,3,Female
507,18,7.245579092,1.993032874,7.015896008,6.337282798,2,0.014123545,High,Excellent,5,0,0.3506934883438032,-0.76119330869532,1,Male
508,17,3.11512299,0.642157369,7.936822264,6.113407904,5,0.629013633,High,Poor,3,3,-0.5689057903842352,-0.421507943695644,3,Female
509,16,7.829236143,1.29855332,6.49289252,7.037436954,4,0.973699297,Moderate,Average,2,2,0.573281618676046,0.3730259009262242,0,Male
510,14,4.426548483,0.593012811,7.786085161,10.1451288,3,0.231347148,High,Poor,3,3,-0.5737221060689868,-0.3841843097223273,3,Female
511,16,4.852667423,1.645450757,6.31513226,10.19285041,2,0.795608859,Moderate,Poor,4,5,-0.4546526255270907,0.4409618365946577,3,Female
512,14,7.779094067,0.348160378,6.038070626,9.983131338,2,0.534247621,Low,Good,0,4,0.5693750813131339,0.1139021221715798,2,Male
513,14,3.823633311,0.069320558,7.806880439,3.011248391,5,0.221470211,High,Poor,5,0,0.3438205436380736,-0.7491513103325915,3,Male
514,15,4.431273453,0.153394914,7.546372468,9.996788033,4,0.051037974,Low,Poor,0,4,0.5737031193410859,0.0789258579577193,3,Male
515,14,3.761904688,2.862775325,5.761167725,3.202517735,4,0.759921711,High,Good,3,3,-0.5798334378036017,-0.3937804540384328,2,Female
516,13,3.673405153,0.426858656,4.896090702,3.247237701,2,0.31647035,High,Average,3,3,-0.5784156418687828,-0.3736279462461208,0,Female
517,17,5.259465769,2.125434759,6.211460163,11.47862772,1,0.375586028,High,Excellent,3,3,-0.5720575569408763,-0.3958706858823053,1,Female
518,17,8.087994445,0.203778613,6.491185835,10.19397845,2,0.485231053,Low,Good,1,1,-0.4294016912205559,0.2114858661091404,2,Female
519,16,3.617683119,0.324481057,7.772106001,7.524104669,3,0.507194903,High,Average,5,0,0.3355369406187308,-0.7551097651789695,0,Male
520,14,5.242547205,1.526628754,9.487172582,10.74970204,4,0.206185577,Low,Average,1,1,-0.4537319296631958,0.1949566716122271,0,Female
521,13,6.707273254,1.39461279,4.217108785,11.89364643,5,0.67064199,Moderate,Excellent,4,5,-0.4707657608983453,0.4210032352902551,1,Female
522,16,2.694394463,2.854740928,5.461966075,8.106420666,4,0.69253998,High,Average,3,3,-0.5843675008826558,-0.4235257618309824,0,Female
523,15,2.775228049,2.834506359,5.162295654,8.12898437,2,0.142300924,High,Good,3,3,-0.5726891153332623,-0.3937976378879081,2,Female
524,16,9.33413127,2.338825928,7.013766452,9.544270292,3,0.53290954,Low,Average,1,1,-0.4446022405977207,0.1979413601001788,0,Female
525,16,7.235345733,1.80630549,6.578204842,4.321389524,1,0.609259348,High,Excellent,3,3,-0.5705245440034459,-0.3756186079159929,1,Female
526,14,5.771866762,1.364880952,8.374225743,3.671248615,4,0.186251543,Moderate,Excellent,4,5,-0.4624782445257836,0.4259939853806243,1,Female
527,15,6.477200544,1.068535603,5.454495475,9.5958075,2,0.894462127,High,Good,5,0,0.3397010752084446,-0.7244015995444073,2,Male
528,16,0.292994431,2.841262641,7.566990194,5.44904795,2,0.482825861,Moderate,Good,4,5,-0.4585352410439713,0.4285271629545216,2,Female
529,13,6.181029656,1.808726434,9.303143582,3.350703563,2,0.115028358,Moderate,Average,4,5,-0.4672509679291473,0.4507164683281596,0,Female
530,13,5.095088732,1.737217583,9.46406644,5.148777259,3,0.334396178,High,Excellent,3,3,-0.5848386558664638,-0.3799661875505455,1,Female
531,17,5.457496798,0.695703365,9.752707628,5.586368679,2,0.476960448,High,Excellent,3,3,-0.5716204996408513,-0.394394550742179,1,Female
532,15,3.594238268,0.140093454,8.639566912,11.6522766,2,0.010144153,Moderate,Average,2,2,0.5745635345541914,0.3840010309135332,0,Male
533,15,0.814738977,2.835565739,9.435927438,8.979597111,2,0.031909876,Moderate,Excellent,2,2,0.5725658427872599,0.3810678806013296,1,Male
534,17,1.933392336,0.941205777,5.407185232,7.308563174,4,0.055520595,Moderate,Good,2,2,0.5892399930059559,0.3530466827054369,2,Male
535,16,9.507447132,1.32776707,5.185485666,11.68873139,2,0.538135226,High,Good,5,0,0.3453278791941471,-0.7356628191101382,2,Male
536,15,4.086995623,0.343919831,4.038928503,11.0313974,3,0.336088196,Low,Average,0,4,0.5650816993436151,0.0775613092349269,0,Male
537,13,4.666831558,2.51077299,8.241066145,7.120008566,4,0.893104048,High,Average,5,0,0.318845028629157,-0.741181050764002,0,Male
538,13,0.527097899,0.082895499,9.624803127,11.05679635,2,0.559233872,Low,Average,1,1,-0.4568954644691249,0.2267940317580185,0,Female
539,14,0.375662295,2.501972286,5.12161207,6.043046581,1,0.759896329,Low,Good,0,4,0.5651240808547001,0.1160626950528314,2,Male
540,15,7.17181447,0.420855038,7.821661453,4.304206654,3,0.687133177,High,Good,5,0,0.3423806103704534,-0.7298677126602715,2,Male
541,16,5.380946641,2.659692338,8.478758555,4.326781768,1,0.520320727,Low,Excellent,1,1,-0.4389598597289612,0.2232333254981519,1,Female
542,17,5.087059842,2.189317912,9.565685411,8.623155244,3,0.74472044,Moderate,Good,2,2,0.5786018731569317,0.3765844782069262,2,Male
543,17,2.431245304,0.494010788,7.881161344,7.010703207,1,0.544705703,High,Average,3,3,-0.5743304638875473,-0.3923528481185059,0,Female
544,16,7.447507316,1.697453979,9.821762396,8.58950847,2,0.385456305,Low,Poor,1,1,-0.4338700882470817,0.2209406429752676,3,Female
545,18,1.682365791,0.937968943,6.068038846,8.860759643,1,0.435804833,Moderate,Poor,2,2,0.5947700697836557,0.3867093112665784,3,Male
546,14,1.899347437,0.534699297,6.099571203,2.223228729,1,0.83850134,Low,Poor,1,1,-0.4335598059560209,0.2517992123105007,3,Female
547,17,4.607121713,2.577546598,7.25807506,2.540395923,3,0.563273558,Low,Poor,0,4,0.5782090113028672,0.082329300875003,3,Male
548,15,2.862798621,1.2105683,6.301011287,7.326777266,2,0.377296148,Moderate,Poor,2,2,0.5861383504964944,0.399855791927012,3,Male
